name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2022_name,ward_2022_code,latitude,longitude,easting,northing
Buster Mantis,"3-4 Resolution Way, SE8 4NT London",,,Lewisham,www.bustermantis.com,,E09000023,Deptford,E05013719,51.478544,-0.024756,537264.2449,177359.1314
Scenario,97 Stoke Newington Road; London N16 8BX; United Ki,,,Hackney,http://www.barscenario.co.uk,10008306167,E09000012,Shacklewell,E05009382,51.554396,-0.074941,533557.5691,185701.124
The Birds,"692 High Road Leytonstone, Leytonstone, London E11",,,Waltham Forest,http://www.bird.org.uk,1.00E+11,E09000031,Leytonstone,E05013897,51.569116,0.012238,539555.9638,187500.6825
T-Bird,132 Blackstock Road; London N4 2DX,,,Islington,http://www.tbirdbar.co.uk,10012787505,E09000019,Arsenal,E05013697,51.561378,-0.099457,531837.8807,186433.0301
Quaglinos,"16 Bury Street, St James's, London, SW1Y 6AJ, UK",,,Westminster,http://www.danddlondon.com,1.00E+11,E09000033,St James's,E05013806,51.50722,-0.138583,529279.238,180340.792
Putney Pies & Vaults,"2 Putney High Street, SW15 1SL",,,Wandsworth,,1.00E+11,E09000032,Thamesfield,E05014022,51.466005,-0.21455,524119.3025,175626.2843
Tia Maria Restaurant & Music Bar,"126 South Lambeth Road, Vauxhall, London, SW8 1RB",,,Lambeth,,1.00E+11,E09000022,Oval,E05014108,51.480931,-0.124865,530306.0863,177441.7253
The George & Dragon,2 Blackheath Hill,,,Greenwich,http://www.georgedragon.com/,,E09000011,Greenwich Park,E05014081,51.4733623,-0.016543765,537850.1087,176798.3551
W London,"10 Wardour Street, Leicester Square, London, W1D 6",,,Westminster,http://www.westrockshotel.co.uk,10033615454,E09000033,St James's,E05013806,51.510266,-0.131581,529756.4862,180691.8904
Union Bar,"Building 5, Chiswick Park, 566 Chiswick High Road,",,,Hounslow,www.faucetinn.com,1.00E+11,E09000018,Chiswick Gunnersbury,E05013609,51.496128,-0.27292,519986.0361,178878.8424
Village Soho,81 Wardour Street,,,Westminster,,10033570802,E09000033,St James's,E05013806,51.51190632,-0.131778198,529738.1438,180873.9465
Colour Factory,"8 Queen's Yard, Hackney Wick, London E9 5EN",Hackney Wick,,Tower Hamlets,https://www.colourfactory.com,,E09000030,Bow East,E05009319,51.543183,-0.022664,537215.1921,184550.8872
Mascara Bar,72 Stamford Hill; Stoke Newington; London N16 6XS,,,Hackney,http://www.mascarabar.co.uk,10091817946,E09000012,Cazenove,E05009368,51.567041,-0.072955,533658.2307,187110.9025
Press,"47 Whitcomb Street, London, WC2H 7DH",,,Westminster,http://www.sgul.ac.uk,1.00E+11,E09000033,St James's,E05013806,51.509824,-0.131516,529762.252,180642.8546
Thirst,"53 Greek St, Soho, London W1D 3DR, UK",,,Westminster,,10033593423,E09000033,West End,E05013808,51.514284,-0.131227,529769.6348,181139.3234
Tramp,"40 Jermyn St, St. James's, London SW1Y 6DN",,,Westminster,www.tramp.co.uk/exclusive-hire.php,,E09000033,St James's,E05013806,51.508117,-0.137623,529343.3172,180442.234
Vout-O-Reenee's,"The Crypt, 30 Prescot St, London E1 8BB, United Ki",,,Tower Hamlets,www.vout-o-reenees.com,6086724,E09000030,Whitechapel,E05009336,51.51139,-0.071967,533889.7769,180924.1886
E1,"110 Pennington Street, Wapping, London E1W 2BB",,110 Pennington Str,Tower Hamlets,https://e1ldn.co/our-story,,E09000030,St Katharine's & Wapping,E05009330,51.509058,-0.061664,534611.5455,180683.7632
Mannequin Magazine,"378 Kingsland Road, London, E8 4AA",,,Hackney,,1.00E+11,E09000012,London Fields,E05009381,51.54116,-0.076307,533501.5587,184226.748
Floripa,"91-93 Great Eastern Street, Shoreditch, London EC2",,,Hackney,www.floripalondon.com,,E09000012,Hoxton East & Shoreditch,E05009377,51.525828,-0.083386,533055.3711,182508.8827
Soda Room,"Downstairs, The Botanist, Broadgate Circle, London",,,City of London,,,E09000001,Bishopsgate,E05009292,51.518972,-0.083281,533082.6351,181746.6762
Pryzm Kingston,"154 Clarence Street Kingston Upon Thames KT1 1QP, ",Kingston,154 Clarence Stree,Kingston upon Thames,https://www.pryzm.co.uk/club/kingston-upon-thames/,,E09000021,Kingston Town,E05013938,51.411524,-0.299859,518334.5237,169426.8241
Hoxton Basement,"12-18 Hoxton St, N1 6NG (Basement Entrance on Drys",,,Hackney,,,E09000012,Hoxton East & Shoreditch,E05009377,51.527985,-0.079147,533343.1103,182756.4624
Addictive Bar,28 Park Royal Road London NW10 7JW,,,Ealing,,12141434,E09000009,North Acton,E05013527,51.526758,-0.267183,520303.5793,182294.4011
La Pollera Colora,"4-6 London Bridge Street, London, SE1 9SG",,,Southwark,,,E09000028,London Bridge & West Bermondsey,E05011104,51.505069,-0.087492,532830.9153,180192.9993
Peckham Audio,"133a Rye Lane, Peckham, London, SE15 4BQ",Peckham,,Southwark,https://www.peckhamaudio.co.uk/,,E09000028,Rye Lane,E05011113,51.469798,-0.068264,534268.8039,176305.9278
Le Fez,"200b Upper Richmond Rd, Putney, London SW15 2SH, U",,200 Upper Richmond,Wandsworth,Home | Le Fez,,E09000032,East Putney,E05014011,51.460833,-0.216609,523990.2904,175047.67
Scotch,"13 Masons Yard, St James, London SW1A 1PL",,,Westminster,,,E09000033,St James's,E05013806,51.507769,-0.137021,529386.0774,180404.5991
Bar Rumba,36 Shaftesbury Avenue; Soho; London W1D 7EP; Unite,,36 Shaftesbury Ave,Westminster,https://barrumbalondon.com/,,E09000033,St James's,E05013806,51.511138,-0.133504,529620.5753,180785.4532
Night Tales Loft,"207, 1 Westgate St, Hackney, London E8 3RL",,,Hackney,,,E09000012,London Fields,E05009381,51.537584,-0.057723,534800.7635,183863.1908
Rolling Stock,"48 Kingsland Road, Shoreditch E2 8AA",,,Hackney,,,E09000012,Hoxton East & Shoreditch,E05009377,51.529067,-0.077806,533432.9621,182879.2276
Total Refreshment Centre,"Unit 2, Farleigh Place, N16 7SX",,2A Foulden Road,Hackney,www.totalrefreshment.net,,E09000012,Stoke Newington,E05009385,51.555351,-0.073547,533651.4113,185809.8695
Hackney Showroom,"Hackney Downs Studio, Amhurst Terrace London, Engl",,,Hackney,www.hackneyshowroom.com,,E09000012,Shacklewell,E05009382,51.554731,-0.066865,534116.44,185753.1623
East Wintergarden,"43 Bank Street, Canary Wharf, London E14 5NX, Unit",,,Tower Hamlets,www.canarywharf.com/east-wintergarden,,E09000030,Canary Wharf,E05009323,51.502596,-0.017539,537692.8919,180047.2383
The Dutch Master,"Tower Millennium Pier, Lower Thames St, London EC3",,,Tower Hamlets,http://www.dutchmasters.org.uk,,E09000030,St Katharine's & Wapping,E05009330,51.507326,-0.078889,533421.3474,180459.6237
House Of Vans,Arches 228 - 232 Station Approach Road; London SE1,,,Lambeth,,,E09000022,Waterloo & South Bank,E05014118,51.503793,-0.113863,531004.4927,180003.6214
Love Vinyl Records,5 Pearson Street E2 8JD,,,Hackney,www.lovevinyl.london,,E09000012,Haggerston,E05009375,51.532847,-0.076043,533544.184,183302.794
The Greenwich Pensioner,"28 Bazely St, Poplar, London E14 0ES",,,Tower Hamlets,,6153306,E09000030,Poplar,E05009328,51.509711,-0.010815,538138.0213,180851.0683
Porchester Hall,"Porchester Road, Bayswater, London, W2 5HS",,,Westminster,www.everyoneevents.com,,E09000033,Bayswater,E05013793,51.517452,-0.188384,525795.1325,181391.9003
Canvas One,"148-150 Curtain Road, EC2A 3AR",,,Hackney,www.blankcanvas.co.uk/london-venues/canvas-one,,E09000012,Hoxton East & Shoreditch,E05009377,51.526756,-0.080109,533279.972,182618.0427
Sugahill Cafe,"250 Kirkdale, London SE26 4NL",,,Lewisham,,1.00E+11,E09000023,Sydenham,E05013731,51.427327,-0.056444,535215.0276,171604.94
Subterania,"12 Acklam Rd, London W10 5QS",,,Kensington and Chelsea,https://subterania.net/,,E09000020,Golborne,E05009396,51.519754,-0.205805,524580.1927,181618.1133
Hippodrome,"Cranbourn St, Leicester Square, London WC2H 7JH",,,Westminster,,10033600458,E09000033,St James's,E05013806,51.511352,-0.1284,529974.125,180818.2942
8 Northumberland,"8 Northumberland Avenue, WC2N 5BY",,,Westminster,,10091861562,E09000033,St James's,E05013806,51.506935,-0.126012,530152.4074,180331.3593
100 Shoreditch,100 Shoreditch High Street,,,Hackney,,,E09000012,Hoxton East & Shoreditch,E05009377,51.52555635,-0.077295632,533478.6252,182489.7691
Bistrotheque,23-27 Wadeson St,,,Tower Hamlets,,,E09000030,St Peter's,E05009331,51.53427576,-0.055966933,534932.323,183498.5392
Guest Projects,"Sunbury House, 1 Andrews Road, E8 4QL Londres",Andrews Road,Sunbury House 1,Hackney,http://www.guestprojects.com,1.00E+11,E09000012,London Fields,E05009381,51.535642,-0.061643,534534.6471,183640.0133
The Lower Third (formerly 12 Bar Club),26 Denmark Place; Soho; London WC2H 8NL; United Ki,,,Camden,http://www.12barclub.com,5300047855,E09000007,Holborn & Covent Garden,E05013662,51.515597,-0.129248,529903.2107,181288.8382
HERE London,"141 Charing Cross Rd, London, W1 4DG",,,Camden,https://hereldn.com,,E09000007,Holborn & Covent Garden,E05013662,51.51568467,-0.129970515,529852.8321,181297.3061
Gremio De Brixton,"St. Matthew's Church Brixton, Effra Rd, London, SW",,Lambeth ,Lambeth,,10090196516,E09000022,Brixton Acre Lane,E05014095,51.453129,-0.120718,530673.3299,174357.5002
Salt Lounge,269 West End Lane,,,Camden,,5163150,E09000007,West Hampstead,E05013671,51.550528,-0.191586,525482.0186,185064.5331
Three Crowns,175 Stoke Newington High Street; Stoke Newington; ,Hackney,175 Stoke Newingto,Hackney,http://www.threecrownsn16.com,1.00E+11,E09000012,Stoke Newington,E05009385,51.562584,-0.073793,533613.1954,186613.7431
Electric Ballroom,184 Camden High St; Camden Town; London NW1 8QP; U,London,184 Camden High St,Camden,https://www.electricballroom.co.uk/,5021260,E09000007,Camden Town,E05013655,51.539681,-0.143063,528876.7018,183942.5999
Electrowerkz,7 Torrens Street; Islington; London EC1V 1NQ; Unit,Islington,7 Torrens Street,Islington,https://www.electrowerkz.co.uk,5300092109,E09000019,St Peter's & Canalside,E05013711,51.532528,-0.105192,531523.4813,183214.5122
New River Studios,"199 Eade Road, London, N4 1DN",,,Haringey,https://newriverstudios.com/,,E09000014,Hermitage & Gardens,E05013591,51.574927,-0.088162,532581.4146,187960.147
Islington Assembly Hall,"Upper Street, London, N1 2UD",Islington,Town Hall Upper St,Islington,www.islingtonassemblyhall.co.uk,10091816915,E09000019,St Mary's & St James',E05013710,51.539663,-0.102499,531689.6674,184012.7779
Tchances Arts & Music Centre,399 High Road,,399 High Road,Haringey,www.t-chances.com,1.00E+11,E09000014,Tottenham Hale,E05013602,51.58933646,-0.069305915,533845.7109,189596.8983
Blues Kitchen Shoreditch (The),134-146 Curtain Road,,,Hackney,https://www.theblueskitchen.com/shoreditch/,,E09000012,Hoxton East & Shoreditch,E05009377,51.52629002,-0.079990011,533289.5859,182566.4419
The Drumsheds,"Meridian Water, Argon Road, Enfield, N18 3BW",Argon Road,Meridian Water,Enfield,https://thedrumshedslondon.co.uk/,,E09000010,Upper Edmonton,E05013694,51.60921998,-0.042920038,535614.2423,191856.6741
Paradise London,65 Albert Embankment,,65 Albert Embankme,Lambeth,,,E09000022,Vauxhall,E05014117,51.48789998,-0.123220012,530400.4479,178219.6125
Gigis Hoxton Underbelly,11 Hoxton Square,,,Hackney,https://www.gigishoxton.com,,E09000012,Hoxton East & Shoreditch,E05009377,51.52779,-0.081590032,533174.2257,182730.3284
Piano Works West End (Formerly Studio 88),47 Whitcomb Street,,,Islington,https://pianoworks.bar/venues/tpw-west-end/,,E09000019,Clerkenwell,E05013702,51.52303001,-0.108110039,531348.4199,182153.0885
Effra Hall Tavern,38 Kellet Road London,,,Lambeth,https://theeffra.com/,,E09000022,Brixton Windrush,E05014098,51.45982999,-0.113920039,531126.4477,175114.7933
Blues Kitchen Brixton (The),40 Ace Lane,Brixton,,Lambeth,https://theblueskitchen.com/brixton/,,E09000022,Brixton Acre Lane,E05014095,51.46037,-0.120379971,530676.1542,175163.3017
The Garage,20-26 Highbury Corner,Islington,20-26 Highbury Cor,Islington,www.thegarage.london,10008978416,E09000019,Highbury,E05013704,51.54658998,-0.103810038,531578.7764,184780.7161
The Beehive,365 Footscray Road,,,Greenwich,,,E09000011,Eltham Town & Avery Hill,E05014079,51.448755,0.07438543,544242.211,174237.017
Olympia,Hammersmith Rd,London,Hammersmith Rd,Kensington and Chelsea,Olympia London |,,E09000020,Holland,E05009397,51.49914465,-0.208450001,524452.8244,179321.8149
Twickenham Stoop,Langhorn Dr,Twickenham,Langhorn Dr,Richmond upon Thames,Stadium | Your Club | Harlequins Rugby Union,,E09000027,St Margarets & North Twickenham,E05013785,51.45086002,-0.342940036,515239.6574,173732.5698
Twickenham Stadium,200 Whitton Rd,Twickenham,200 Whitton Rd,Richmond upon Thames,Twickenham Stadium - The Official Home of England Rugby,,E09000027,St Margarets & North Twickenham,E05013785,51.45470002,-0.339990026,515434.9429,174164.244
"Amaryllis Fleming Concert Hall, Royal College Of Musi",Prince Consort Road,London,Prince Consort Roa,Westminster,www.rcm.ac.uk,,E09000033,Knightsbridge & Belgravia,E05013797,51.49890002,-0.176880034,526644.686,179348.7077
The Duke's Hall,Marylebone Rd,London,Marylebone Rd,Westminster,www.ram.ac.uk,,E09000033,Regent's Park,E05013805,51.52331,-0.151699958,528323.7792,182106.957
Wigmore Hall,36 Wigmore St,London,36 Wigmore St,Westminster,Wigmore Hall (wigmore-hall.org.uk),,E09000033,Marylebone,E05013801,51.51651002,-0.14827,528580.8605,181356.8036
Recital Hall ,Prince Consort Road,London,Prince Consort Roa,Westminster,Recital Hall | Performances | Rehearsals | Screenings | Presentations (rcm.ac.uk),,E09000033,Knightsbridge & Belgravia,E05013797,51.49890002,-0.176880034,526644.686,179348.7077
606 Club (The),90 Lots Road,,,Kensington and Chelsea,https://www.606club.co.uk,,E09000020,Chelsea Riverside,E05009391,51.47862,-0.181109961,526407.1263,177086.2273
Linbury Theatre,"35-36 Bow St, London WC2E 9DD, United Kingdom",London,Bow St,Westminster,Linbury Theatre — Venues — Royal Opera House (roh.org.uk),,E09000033,St James's,E05013806,51.51326002,-0.122799994,530357.2536,181040.4183
The Grosvenor Chapel,24 South Audley Street,,,Westminster,,,E09000033,West End,E05013808,51.50914002,-0.151269967,528393.4356,180531.9876
Aces & Eights,156-158 Fortess Road,Tufnell Park,,Camden,http://www.acesandeightssaloonbar.com/,,E09000007,Kentish Town North,E05013663,51.55623001,-0.138800042,529125.4767,185790.384
Slim Jim's Liquor Store,112 Upper St,,112 Upper St,Islington,www.slimjimsliquorstore.com,,E09000019,St Mary's & St James',E05013710,51.53787,-0.102709997,531680.2095,183813.0127
Nightjar,129 City Road,,,Hackney,https://www.barnightjar.com,,E09000012,Hoxton West,E05009378,51.52669001,-0.087730028,532751.5396,182596.848
Stanley Arts (Formerly Stanley Halls),12 S Norwood Hill,,,Croydon,https://stanleyarts.org/,,E09000008,South Norwood,E05011485,51.40023999,-0.07570996,533954.8344,168557.4699
Engine Rooms (The),Unit 30 Bow Triangle Business Centre,,,Tower Hamlets,https://www.engineroomsstudios.com,,E09000030,Bromley North,E05009321,51.52419002,-0.023140004,537239.2691,182437.9514
Jago Dalston (The),440 Kingsland Rd,Dalston,,Hackney,https://www.thejagodalston.com,,E09000012,London Fields,E05009381,51.54156,-0.076159984,533510.5836,184271.4987
Colours,2-4 Hoxton Square,,,Hackney,https://colourshoxton.com/,,E09000012,Hoxton East & Shoreditch,E05009377,51.52779,-0.081590032,533174.2257,182730.3284
Devonshire Arms (The Dev),33 Kentish Town Road,Camden,,Camden,https://www.thedevnw1.co.uk/,,E09000007,Camden Town,E05013655,51.54103999,-0.142759988,528893.8762,184094.2547
Camden Chapel (The),"Top Floor, The London Irish Centre",50-52 Camden Square,,Camden,N/A,,E09000007,Camden Square,E05013654,51.54358,-0.132150007,529622.3919,184395.434
Hampstead Jazz Club,23-25 New End,Hampstead,,Camden,https://www.hampsteadjazzclub.com,,E09000007,Hampstead Town,E05013659,51.55879001,-0.177749991,526418.3711,186007.1028
Fiddler (The),229 Kilburn High Road,,,Brent,https://www.thefiddlerlive.com,,E09000005,Kilburn,E05013503,51.54223001,-0.198469972,525027.4919,184129.9992
Trinity,378-380 Station Rd,Harrow,,Harrow,http://www.trinity-bar.com/,,E09000015,Greenhill,E05013546,51.57964,-0.333899986,515541.7176,188067.7452
Music Room London,116-118 New Cross Road,,,Lewisham,https://www.musicroomlondon.com,,E09000023,Telegraph Hill,E05013732,51.47606,-0.04804004,535654.8294,177039.5269
Aaja Music (Formerly Aaja Deptford),"Arch 2, Deptford Market Yard",,,Lewisham,https://www.aajamusic.com/,,E09000023,Deptford,E05013719,51.47816,-0.026090015,537172.7655,177313.9319
Mycenae House,90 Mycenae Road,Blackheath,,Greenwich,https://www.mycenaehouse.co.uk,,E09000011,Blackheath Westcombe,E05014073,51.48024999,0.01703999,540161.2778,177627.9489
Tola Peckham,Peckham High Street,,,Southwark,https://www.tolapeckham.com,,E09000028,Rye Lane,E05011113,51.47330998,-0.070830015,534080.3006,176691.7562
Sound Lounge (The),216-220 High St,Sutton,,Sutton,https://www.thesoundlounge.org.uk/,,E09000029,Sutton Central,E05013765,51.36629998,-0.194320008,525797.5421,164573.4333
Piano Bar Soho,16 Carlisle Street,,,Westminster,https://www.pianobarsoho.com,,E09000033,West End,E05013808,51.51491,-0.13386,529585.1715,181204.2734
Queen's Head (The),144 Stockwell Road,,,Lambeth,https://www.queensheadbrixton.co.uk,,E09000022,Brixton North,E05014096,51.46716999,-0.11776004,530838.7209,175924.1369
Bach Club,A08a Riverside,Bendon Valley,,Wandsworth,https://bach.club/,,E09000032,Wandle,E05014026,51.44658001,-0.19290003,525676.3271,173503.0793
Hoxton Cabin Ltd,"132 Kingsland Rd, London E2 8DP",,,Hackney,,,E09000012,Haggerston,E05009375,51.52973,-0.077400003,533459.1837,182953.6949
Aaja Deptford Limited,30 Deptford Church Street,,,Lewisham,,,E09000023,Deptford,E05013719,51.47616,-0.022770027,537409.3115,177097.757
Night Owl Nightlife Limited,32 Engel Park,,,Barnet,,,E09000003,Mill Hill,E05013645,51.61254999,-0.21759999,523510.3207,191917.3653
Cavendish Arms (The),128 Hartington Rd,Stockwell,,Lambeth,https://www.thecavendisharmsstockwell.co.uk/,,E09000022,Stockwell West & Larkhall,E05014111,51.47647,-0.127469972,530137.8888,176941.0259
Hemmingford Arms,"158 Hemingford Road, Islington, London, N1 1DF",,,Islington,,,E09000019,Barnsbury,E05013698,51.54315001,-0.113210008,530936.91,184381.3168
The Libertine,125 Great Suffolk Street,,,Southwark,,,E09000028,Borough & Bankside,E05011095,51.50064999,-0.097899959,532121.4051,179682.7838
The Thirsty Scholar,1 Park Crescent,Marylebone,,Westminster,,,E09000033,West End,E05013808,51.52364,-0.145099964,528780.6907,182155.237
Made In Brasil Boteco,48 Chalk Farm Road,,,Camden,,,E09000007,Haverstock,E05013660,51.54282999,-0.148309982,528503.9807,184283.5514
North Pole Bar & Piano Restaurant,131 Greenwich High Road,,,Greenwich,,,E09000011,Greenwich Park,E05014081,51.47737998,-0.014819959,537957.6965,177248.3628
West Five Bar,"Popes Ln, S Ealing Rd, London W5 4NT",,,Ealing,,,E09000009,Ealing Common,E05013521,51.49905001,-0.30229996,517939.1556,179156.0958
Club 33 Limited,9 Wadeson Stree,,,Tower Hamlets,,,E09000030,Bethnal Green,E05009317,51.530925,-0.051609783,535244.4297,183133.9645
The Box Soho ,11-12 Walker's Ct,,11-12 Walker's Ct,Westminster,https://www.theboxsoho.com/,,E09000033,West End,E05013808,51.513095,-0.13488959,529518.8823,181000.6229
Union,66 Albert Embankment,,66 Albert Embankme,Lambeth,Union :: Vauxhall :: London (clubunion.co.uk),,E09000022,Vauxhall,E05014117,51.48789998,-0.123220012,530400.4479,178219.6125
Luxx Club,15 Berkeley Street,,,Westminster,,,E09000033,West End,E05013808,51.50832002,-0.143389972,528942.5559,180454.6431
Club 49,49 Greek Street,,,Westminster,,,E09000033,West End,E05013808,51.51410001,-0.130970003,529787.989,181119.3187
Medicine Bar & Nightclub,89 Great Eastern Street,,,Hackney,,,E09000012,Hoxton East & Shoreditch,E05009377,51.52590001,-0.08334998,533057.6598,182516.956
Raffles Chelsea Ltd,25 Lonsdale Road,,,Richmond upon Thames,,,E09000027,Barnes,E05013774,51.48610999,-0.237250021,522488.8066,177823.8098
M.O.T Venue Ltd,Unit 18,Orion Business Centre Surrey Canal Ro,,Lewisham,,,E09000023,New Cross Gate,E05013728,51.48441001,-0.04809997,535625.9001,177967.9279
Scandals,82 Norwood High Street,,,Lambeth,,,E09000022,Knight's Hill,E05014106,51.42961998,-0.101360008,532086.0217,171778.0106
The Penthouse,1 Leicester Square,,,Westminster,,,E09000033,St James's,E05013806,51.51074,-0.130440015,529834.3116,180746.6212
The Aviary Cave Bar,164 Basin Approach,,,Tower Hamlets,,,E09000030,Limehouse,E05009326,51.51082,-0.033809999,536539.0894,180931.2648
The Planet Nollywood,319 Camberwell Road,,,Southwark,,,E09000028,Camberwell Green,E05011096,51.47607999,-0.093540028,532495.1489,176958.4561
Pier One,162 Bidder St N,,162 Bidder St N,Newham,Pier One Nightspot | London Nightclub | Afro-Beat Music Nightclub,,E09000025,Canning Town North,E05013906,51.51771001,0.003549987,539110.4365,181767.7243
Unit 58 Ltd,5 Albert Street,,,Camden,,,E09000007,Regent's Park,E05013668,51.53458999,-0.141800009,528978.6692,183378.697
Maggie's Club ,329 Fulham Rd,,329 Fulham Rd,Kensington and Chelsea,Maggie's Club - The 80s are back! Chelsea's premier eighties nightclub (maggies-club.com),,E09000020,Stanley,E05009405,51.48638998,-0.18005996,526458.5747,177952.0808
The Roxy,3-5 Rathbone Pl,Soho,3-5 Rathbone Pl,Westminster,http://www.theroxy.co.uk/,,E09000033,West End,E05013808,51.51669002,-0.133009991,529639.0949,181403.7179
Fantazya,69 Albert Embankment,,69 Albert Embankme,Lambeth,Fantazya | Arabic Night Club,,E09000022,Vauxhall,E05014117,51.48789998,-0.123220012,530400.4479,178219.6125
Ligthbox,6 S Lambeth Pl,,6 S Lambeth Pl,Lambeth,,,E09000022,Vauxhall,E05014117,51.48564999,-0.123489993,530388.1183,177968.9302
The Watershed,267 The Broadway,,,Merton,,,E09000024,Abbey,E05013810,51.41942,-0.194940018,525608.9636,170479.392
The Cuckoo Club,Swallow Street,,Swallow Street,Westminster,https://www.thecuckooclub.com/,,E09000033,West End,E05013808,51.50990998,-0.137890019,529319.7124,180641.144
Libertine,2 Winsley Street,,,Westminster,,,E09000033,West End,E05013808,51.51594998,-0.138440039,529264.4523,181311.8283
Hoxton Arches Events Limited,"Arch 402 Cremer St, London E2 8HD",,,Hackney,,,E09000012,Haggerston,E05009375,51.53037,-0.076659964,533508.6403,183026.2156
Zoo Bar,13-17 Bear Street,,,Westminster,,,E09000033,St James's,E05013806,51.51090998,-0.128979972,529935.1391,180768.1125
The Guitar Social - Hackney,3 Mare Street,Hackney,3 Mare Street,Hackney,Contact Us - The Guitar Social,,E09000012,London Fields,E05009381,51.5349,-0.057259966,534840.8039,183565.5715
The Bloomsbury Ballroom,Victoria House,Southampton Row,,Camden,,,E09000007,Bloomsbury,E05013653,51.51911,-0.122249974,530378.7168,181691.9201
Soho House (Old Compton Street),19-21 Old Compton Street,,,Westminster,,,E09000033,West End,E05013808,51.51331002,-0.13078996,529802.726,181031.7896
The Book Club,100-106 Leonard Street,,,Hackney,,,E09000012,Hoxton East & Shoreditch,E05009377,51.52462999,-0.081720036,533174.4256,182378.6928
Boat Live ,66 - 78 White Post Ln,,,Tower Hamlets,,,E09000030,Bow East,E05009319,51.54297998,-0.023149978,537182.105,184527.4016
Little Baobab Ltd,"Waller House, Mayville Estate",,,Islington,,,E09000019,Mildmay,E05013709,51.55083001,-0.082929963,533014.1314,185290.0126
